Leading Cancer Sites,Leading Cancer Sites Code,Year,Year Code,Sex,Sex Code,Ethnicity,Ethnicity Code,Mortality-Incidence Age-Adjusted Rate Ratio,Death Counts,Mortality Population,Mortality Age-Adjusted Rate,Incidence Counts,Incidence Population,Incidence Age-Adjusted Rate
Non-Hodgkin Lymphoma,33041-33042,2001,2001,Male,M,Unknown or Missing,UNK,Not Applicable,26,Not Applicable,Not Applicable,69,Not Applicable,Not Applicable
Non-Hodgkin Lymphoma,33041-33042,2002,2002,Female,F,Hispanic,2135-2,0.365,519,18777495,5.362,1645,18777495,14.704
Non-Hodgkin Lymphoma,33041-33042,2002,2002,Female,F,Non-Hispanic,2186-5,0.379,9729,126141727,6.226,24254,126141727,16.444
Non-Hodgkin Lymphoma,33041-33042,2002,2002,Female,F,Unknown or Missing,UNK,Not Applicable,26,Not Applicable,Not Applicable,62,Not Applicable,Not Applicable
Non-Hodgkin Lymphoma,33041-33042,2002,2002,Male,M,Hispanic,2135-2,0.314,548,19788056,6.88,2108,19788056,21.925
Non-Hodgkin Lymphoma,33041-33042,2002,2002,Male,M,Non-Hispanic,2186-5,0.417,10844,120059234,9.801,27368,120059234,23.524
Non-Hodgkin Lymphoma,33041-33042,2002,2002,Male,M,Unknown or Missing,UNK,Not Applicable,36,Not Applicable,Not Applicable,63,Not Applicable,Not Applicable
Non-Hodgkin Lymphoma,33041-33042,2003,2003,Female,F,Hispanic,2135-2,0.311,488,19529116,4.827,1797,19529116,15.515
Non-Hodgkin Lymphoma,33041-33042,2003,2003,Female,F,Non-Hispanic,2186-5,0.356,9569,128149920,5.973,25280,128149920,16.761
Non-Hodgkin Lymphoma,33041-33042,2003,2003,Female,F,Unknown or Missing,UNK,Not Applicable,19,Not Applicable,Not Applicable,61,Not Applicable,Not Applicable
Non-Hodgkin Lymphoma,33041-33042,2003,2003,Male,M,Hispanic,2135-2,0.333,569,20516198,6.669,2051,20516198,20.043
Non-Hodgkin Lymphoma,33041-33042,2003,2003,Male,M,Non-Hispanic,2186-5,0.403,10810,121912699,9.536,28246,121912699,23.679
Non-Hodgkin Lymphoma,33041-33042,2003,2003,Male,M,Unknown or Missing,UNK,Not Applicable,20,Not Applicable,Not Applicable,82,Not Applicable,Not Applicable
Non-Hodgkin Lymphoma,33041-33042,2004,2004,Female,F,Hispanic,2135-2,0.284,457,20263650,4.324,1844,20263650,15.219
Non-Hodgkin Lymphoma,33041-33042,2004,2004,Female,F,Non-Hispanic,2186-5,0.339,9405,128713636,5.807,26123,128713636,17.111
Non-Hodgkin Lymphoma,33041-33042,2004,2004,Female,F,Unknown or Missing,UNK,Not Applicable,20,Not Applicable,Not Applicable,64,Not Applicable,Not Applicable
Non-Hodgkin Lymphoma,33041-33042,2004,2004,Male,M,Hispanic,2135-2,0.314,605,21233735,6.757,2290,21233735,21.515
Non-Hodgkin Lymphoma,33041-33042,2004,2004,Male,M,Non-Hispanic,2186-5,0.376,10437,122594277,9.055,29171,122594277,24.069
Non-Hodgkin Lymphoma,33041-33042,2005,2005,Female,F,Hispanic,2135-2,0.294,525,21030934,4.747,2031,21030934,16.119
Non-Hodgkin Lymphoma,33041-33042,2005,2005,Female,F,Non-Hispanic,2186-5,0.334,9205,129182533,5.605,25918,129182533,16.782
Non-Hodgkin Lymphoma,33041-33042,2005,2005,Male,M,Hispanic,2135-2,0.32,593,21983069,6.759,2321,21983069,21.104
Non-Hodgkin Lymphoma,33041-33042,2005,2005,Male,M,Non-Hispanic,2186-5,0.37,10529,123116126,9.012,30031,123116126,24.356
Non-Hodgkin Lymphoma,33041-33042,2006,2006,Female,F,Hispanic,2135-2,0.283,511,21837469,4.364,2070,21837469,15.434
Non-Hodgkin Lymphoma,33041-33042,2006,2006,Female,F,Non-Hispanic,2186-5,0.33,9142,129895178,5.501,26122,129895178,16.693
Non-Hodgkin Lymphoma,33041-33042,2006,2006,Male,M,Hispanic,2135-2,0.324,625,22764677,6.606,2418,22764677,20.397
Non-Hodgkin Lymphoma,33041-33042,2006,2006,Male,M,Non-Hispanic,2186-5,0.359,10292,123882588,8.599,30073,123882588,23.953
Non-Hodgkin Lymphoma,33041-33042,2007,2007,Female,F,Hispanic,2135-2,0.293,569,22650892,4.561,2182,22650892,15.573
Non-Hodgkin Lymphoma,33041-33042,2007,2007,Female,F,Non-Hispanic,2186-5,0.316,8944,130515461,5.291,26513,130515461,16.74
Non-Hodgkin Lymphoma,33041-33042,2007,2007,Male,M,Hispanic,2135-2,0.335,655,23542063,6.685,2468,23542063,19.94
Non-Hodgkin Lymphoma,33041-33042,2007,2007,Male,M,Non-Hispanic,2186-5,0.35,10339,124522791,8.477,31042,124522791,24.249
Non-Hodgkin Lymphoma,33041-33042,2008,2008,Female,F,Hispanic,2135-2,0.27,543,23468891,4.256,2306,23468891,15.741
Non-Hodgkin Lymphoma,33041-33042,2008,2008,Female,F,Non-Hispanic,2186-5,0.308,8814,131135124,5.141,26895,131135124,16.683
Non-Hodgkin Lymphoma,33041-33042,2008,2008,Male,M,Hispanic,2135-2,0.313,670,24320894,6.426,2642,24320894,20.554
Non-Hodgkin Lymphoma,33041-33042,2008,2008,Male,M,Non-Hispanic,2186-5,0.344,10317,125169057,8.312,31443,125169057,24.149
Non-Hodgkin Lymphoma,33041-33042,2008,2008,Male,M,Unknown or Missing,UNK,Not Applicable,16,Not Applicable,Not Applicable,86,Not Applicable,Not Applicable
Non-Hodgkin Lymphoma,33041-33042,2009,2009,Female,F,Hispanic,2135-2,0.271,582,24261364,4.365,2473,24261364,16.132
Non-Hodgkin Lymphoma,33041-33042,2009,2009,Female,F,Non-Hispanic,2186-5,0.296,8632,131702711,4.963,27306,131702711,16.748
Non-Hodgkin Lymphoma,33041-33042,2009,2009,Male,M,Hispanic,2135-2,0.328,742,25062023,6.714,2725,25062023,20.466
Non-Hodgkin Lymphoma,33041-33042,2009,2009,Male,M,Non-Hispanic,2186-5,0.335,10411,125745431,8.204,32429,125745431,24.456
Non-Hodgkin Lymphoma,33041-33042,2010,2010,Female,F,Hispanic,2135-2,0.292,616,24992953,4.432,2425,24992953,15.17
Non-Hodgkin Lymphoma,33041-33042,2010,2010,Female,F,Non-Hispanic,2186-5,0.292,8623,132256712,4.875,27595,132256712,16.666
Non-Hodgkin Lymphoma,33041-33042,2010,2010,Male,M,Hispanic,2135-2,0.298,711,25738929,6.223,2896,25738929,20.899
Non-Hodgkin Lymphoma,33041-33042,2010,2010,Male,M,Non-Hispanic,2186-5,0.33,10314,126338549,7.938,32553,126338549,24.079
Non-Hodgkin Lymphoma,33041-33042,2010,2010,Male,M,Unknown or Missing,UNK,Not Applicable,22,Not Applicable,Not Applicable,97,Not Applicable,Not Applicable
Non-Hodgkin Lymphoma,33041-33042,2011,2011,Female,F,Hispanic,2135-2,0.277,615,25565638,4.201,2537,25565638,15.188
Non-Hodgkin Lymphoma,33041-33042,2011,2011,Female,F,Non-Hispanic,2186-5,0.282,8389,132804863,4.671,27797,132804863,16.559
Non-Hodgkin Lymphoma,33041-33042,2011,2011,Male,M,Hispanic,2135-2,0.307,726,26254388,6.129,2936,26254388,19.966
Non-Hodgkin Lymphoma,33041-33042,2011,2011,Male,M,Non-Hispanic,2186-5,0.329,10560,126958592,7.985,33454,126958592,24.301
Non-Hodgkin Lymphoma,33041-33042,2011,2011,Male,M,Unknown or Missing,UNK,Not Applicable,18,Not Applicable,Not Applicable,95,Not Applicable,Not Applicable
Non-Hodgkin Lymphoma,33041-33042,2012,2012,Female,F,Hispanic,2135-2,0.276,652,26106559,4.174,2671,26106559,15.143
Non-Hodgkin Lymphoma,33041-33042,2012,2012,Female,F,Non-Hispanic,2186-5,0.283,8453,133374076,4.625,27894,133374076,16.343
Non-Hodgkin Lymphoma,33041-33042,2012,2012,Female,F,Unknown or Missing,UNK,Not Applicable,19,Not Applicable,Not Applicable,82,Not Applicable,Not Applicable
Non-Hodgkin Lymphoma,33041-33042,2012,2012,Male,M,Hispanic,2135-2,0.309,776,26757437,6.241,3029,26757437,20.201
Non-Hodgkin Lymphoma,33041-33042,2012,2012,Male,M,Non-Hispanic,2186-5,0.323,10456,127639590,7.699,33554,127639590,23.819
Non-Hodgkin Lymphoma,33041-33042,2012,2012,Male,M,Unknown or Missing,UNK,Not Applicable,32,Not Applicable,Not Applicable,73,Not Applicable,Not Applicable
Non-Hodgkin Lymphoma,33041-33042,2013,2013,Female,F,Hispanic,2135-2,0.246,642,26641948,3.893,2879,26641948,15.829
Non-Hodgkin Lymphoma,33041-33042,2013,2013,Female,F,Non-Hispanic,2186-5,0.272,8286,133903945,4.466,28491,133903945,16.445
Non-Hodgkin Lymphoma,33041-33042,2013,2013,Female,F,Unknown or Missing,UNK,Not Applicable,17,Not Applicable,Not Applicable,78,Not Applicable,Not Applicable
Non-Hodgkin Lymphoma,33041-33042,2013,2013,Male,M,Hispanic,2135-2,0.307,817,27259191,6.471,3290,27259191,21.087
Non-Hodgkin Lymphoma,33041-33042,2013,2013,Male,M,Non-Hispanic,2186-5,0.308,10331,128254863,7.453,34756,128254863,24.166
Non-Hodgkin Lymphoma,33041-33042,2013,2013,Male,M,Unknown or Missing,UNK,Not Applicable,20,Not Applicable,Not Applicable,81,Not Applicable,Not Applicable
Non-Hodgkin Lymphoma,33041-33042,2014,2014,Female,F,Hispanic,2135-2,0.24,648,27186616,3.847,3083,27186616,16.055
Non-Hodgkin Lymphoma,33041-33042,2014,2014,Female,F,Non-Hispanic,2186-5,0.275,8433,134503903,4.472,28658,134503903,16.262
Non-Hodgkin Lymphoma,33041-33042,2014,2014,Female,F,Unknown or Missing,UNK,Not Applicable,21,Not Applicable,Not Applicable,76,Not Applicable,Not Applicable
Non-Hodgkin Lymphoma,33041-33042,2014,2014,Male,M,Hispanic,2135-2,0.304,855,27786043,6.296,3414,27786043,20.728
Non-Hodgkin Lymphoma,33041-33042,2014,2014,Male,M,Non-Hispanic,2186-5,0.302,10390,128909767,7.325,35517,128909767,24.234
Non-Hodgkin Lymphoma,33041-33042,2014,2014,Male,M,Unknown or Missing,UNK,Not Applicable,40,Not Applicable,Not Applicable,85,Not Applicable,Not Applicable
Non-Hodgkin Lymphoma,33041-33042,2015,2015,Female,F,Hispanic,2135-2,0.225,616,27757109,3.469,3088,27757109,15.405
Non-Hodgkin Lymphoma,33041-33042,2015,2015,Female,F,Non-Hispanic,2186-5,0.258,8131,135075042,4.232,29323,135075042,16.381
Non-Hodgkin Lymphoma,33041-33042,2015,2015,Female,F,Unknown or Missing,UNK,Not Applicable,26,Not Applicable,Not Applicable,72,Not Applicable,Not Applicable
Non-Hodgkin Lymphoma,33041-33042,2015,2015,Male,M,Hispanic,2135-2,0.285,826,28354824,5.696,3458,28354824,19.968
Non-Hodgkin Lymphoma,33041-33042,2015,2015,Male,M,Non-Hispanic,2186-5,0.3,10526,129552019,7.244,36045,129552019,24.116
Non-Hodgkin Lymphoma,33041-33042,2015,2015,Male,M,Unknown or Missing,UNK,Not Applicable,29,Not Applicable,Not Applicable,79,Not Applicable,Not Applicable
Non-Hodgkin Lymphoma,33041-33042,2016,2016,Female,F,Hispanic,2135-2,0.242,683,28342097,3.768,3248,28342097,15.592
Non-Hodgkin Lymphoma,33041-33042,2016,2016,Female,F,Non-Hispanic,2186-5,0.259,8272,135643965,4.215,29564,135643965,16.278
Non-Hodgkin Lymphoma,33041-33042,2016,2016,Male,M,Hispanic,2135-2,0.3,883,28936905,6.035,3626,28936905,20.089
Non-Hodgkin Lymphoma,33041-33042,2016,2016,Male,M,Non-Hispanic,2186-5,0.296,10381,130148788,6.978,35915,130148788,23.575
Non-Hodgkin Lymphoma,33041-33042,2016,2016,Male,M,Unknown or Missing,UNK,Not Applicable,36,Not Applicable,Not Applicable,82,Not Applicable,Not Applicable
Non-Hodgkin Lymphoma,33041-33042,2017,2017,Female,F,Hispanic,2135-2,0.24,716,28906337,3.704,3356,28906337,15.439
Non-Hodgkin Lymphoma,33041-33042,2017,2017,Female,F,Non-Hispanic,2186-5,0.258,8080,136102346,4.047,28907,136102346,15.674
Non-Hodgkin Lymphoma,33041-33042,2017,2017,Female,F,Unknown or Missing,UNK,Not Applicable,16,Not Applicable,Not Applicable,76,Not Applicable,Not Applicable
Non-Hodgkin Lymphoma,33041-33042,2017,2017,Male,M,Hispanic,2135-2,0.272,862,29490085,5.51,3794,29490085,20.252
Non-Hodgkin Lymphoma,33041-33042,2017,2017,Male,M,Non-Hispanic,2186-5,0.301,10754,130623360,7.079,36530,130623360,23.491
Non-Hodgkin Lymphoma,33041-33042,2017,2017,Male,M,Unknown or Missing,UNK,Not Applicable,31,Not Applicable,Not Applicable,104,Not Applicable,Not Applicable
Non-Hodgkin Lymphoma,33041-33042,2018,2018,Female,F,Hispanic,2135-2,0.239,730,29449021,3.598,3445,29449021,15.085
Non-Hodgkin Lymphoma,33041-33042,2018,2018,Female,F,Non-Hispanic,2186-5,0.245,7863,136428665,3.849,29596,136428665,15.724
Non-Hodgkin Lymphoma,33041-33042,2018,2018,Female,F,Unknown or Missing,UNK,Not Applicable,16,Not Applicable,Not Applicable,62,Not Applicable,Not Applicable
Non-Hodgkin Lymphoma,33041-33042,2018,2018,Male,M,Hispanic,2135-2,0.291,935,30013471,5.797,3948,30013471,19.933
Non-Hodgkin Lymphoma,33041-33042,2018,2018,Male,M,Non-Hispanic,2186-5,0.3,10723,130947042,6.889,36406,130947042,22.959
Non-Hodgkin Lymphoma,33041-33042,2018,2018,Male,M,Unknown or Missing,UNK,Not Applicable,20,Not Applicable,Not Applicable,92,Not Applicable,Not Applicable
Non-Hodgkin Lymphoma,33041-33042,2019,2019,Female,F,Hispanic,2135-2,0.228,717,29926362,3.338,3443,29926362,14.623
Non-Hodgkin Lymphoma,33041-33042,2019,2019,Female,F,Non-Hispanic,2186-5,0.252,8069,136711255,3.901,29549,136711255,15.455
Non-Hodgkin Lymphoma,33041-33042,2019,2019,Male,M,Hispanic,2135-2,0.274,950,30471950,5.547,4125,30471950,20.274
Non-Hodgkin Lymphoma,33041-33042,2019,2019,Male,M,Non-Hispanic,2186-5,0.288,10509,131220386,6.594,37006,131220386,22.874
Non-Hodgkin Lymphoma,33041-33042,2019,2019,Male,M,Unknown or Missing,UNK,Not Applicable,19,Not Applicable,Not Applicable,95,Not Applicable,Not Applicable
Non-Hodgkin Lymphoma,33041-33042,2020,2020,Female,F,Hispanic,2135-2,0.247,729,29686986,3.368,3282,29686986,13.635
Non-Hodgkin Lymphoma,33041-33042,2020,2020,Female,F,Non-Hispanic,2186-5,0.263,7548,132552322,3.665,26257,132552322,13.943
Non-Hodgkin Lymphoma,33041-33042,2020,2020,Female,F,Unknown or Missing,UNK,Not Applicable,16,Not Applicable,Not Applicable,82,Not Applicable,Not Applicable
Non-Hodgkin Lymphoma,33041-33042,2020,2020,Male,M,Hispanic,2135-2,0.316,971,30192675,5.534,3646,30192675,17.494
Non-Hodgkin Lymphoma,33041-33042,2020,2020,Male,M,Non-Hispanic,2186-5,0.31,10226,127158928,6.481,33321,127158928,20.935
Non-Hodgkin Lymphoma,33041-33042,2020,2020,Male,M,Unknown or Missing,UNK,Not Applicable,24,Not Applicable,Not Applicable,91,Not Applicable,Not Applicable
Oral Cavity and Pharynx,20010-20100,1999,1999,Female,F,Hispanic,2135-2,0.222,78,16482539,0.995,417,16482539,4.491
Oral Cavity and Pharynx,20010-20100,1999,1999,Female,F,Non-Hispanic,2186-5,0.253,2424,123911675,1.641,9099,123911675,6.474
Oral Cavity and Pharynx,20010-20100,1999,1999,Male,M,Hispanic,2135-2,0.234,204,17412426,3.001,972,17412426,12.817
Oral Cavity and Pharynx,20010-20100,1999,1999,Male,M,Non-Hispanic,2186-5,0.252,4628,117654708,4.19,18883,117654708,16.602
Oral Cavity and Pharynx,20010-20100,2000,2000,Female,F,Hispanic,2135-2,0.171,69,17296134,0.795,464,17296134,4.639
Oral Cavity and Pharynx,20010-20100,2000,2000,Female,F,Non-Hispanic,2186-5,0.256,2422,124569636,1.619,8983,124569636,6.33
Oral Cavity and Pharynx,20010-20100,2000,2000,Male,M,Hispanic,2135-2,0.263,218,18311173,3.109,974,18311173,11.838
Oral Cavity and Pharynx,20010-20100,2000,2000,Male,M,Non-Hispanic,2186-5,0.245,4634,118381271,4.106,19462,118381271,16.788
Oral Cavity and Pharynx,20010-20100,2001,2001,Female,F,Hispanic,2135-2,0.227,92,18038562,1.016,463,18038562,4.468
Oral Cavity and Pharynx,20010-20100,2001,2001,Female,F,Non-Hispanic,2186-5,0.249,2416,125565415,1.594,9224,125565415,6.405
Oral Cavity and Pharynx,20010-20100,2001,2001,Male,M,Hispanic,2135-2,0.243,219,19057491,2.899,1065,19057491,11.915
Oral Cavity and Pharynx,20010-20100,2001,2001,Male,M,Non-Hispanic,2186-5,0.255,4845,119454493,4.21,19522,119454493,16.48
Oral Cavity and Pharynx,20010-20100,2001,2001,Male,M,Unknown or Missing,UNK,Not Applicable,16,Not Applicable,Not Applicable,40,Not Applicable,Not Applicable
Oral Cavity and Pharynx,20010-20100,2002,2002,Female,F,Hispanic,2135-2,0.176,69,18777495,0.709,446,18777495,4.029
Oral Cavity and Pharynx,20010-20100,2002,2002,Female,F,Non-Hispanic,2186-5,0.253,2457,126141727,1.604,9259,126141727,6.352
Oral Cavity and Pharynx,20010-20100,2002,2002,Male,M,Hispanic,2135-2,0.245,215,19788056,2.767,1032,19788056,11.284
Oral Cavity and Pharynx,20010-20100,2002,2002,Male,M,Non-Hispanic,2186-5,0.249,4883,120059234,4.161,20250,120059234,16.705
Oral Cavity and Pharynx,20010-20100,2002,2002,Male,M,Unknown or Missing,UNK,Not Applicable,19,Not Applicable,Not Applicable,67,Not Applicable,Not Applicable
Oral Cavity and Pharynx,20010-20100,2003,2003,Female,F,Hispanic,2135-2,0.235,88,19529116,0.875,437,19529116,3.721
Oral Cavity and Pharynx,20010-20100,2003,2003,Female,F,Non-Hispanic,2186-5,0.241,2387,128149920,1.522,9424,128149920,6.318
Oral Cavity and Pharynx,20010-20100,2003,2003,Male,M,Hispanic,2135-2,0.239,233,20516198,2.766,1122,20516198,11.559
Oral Cavity and Pharynx,20010-20100,2003,2003,Male,M,Non-Hispanic,2186-5,0.246,5049,121912699,4.165,21131,121912699,16.913
Oral Cavity and Pharynx,20010-20100,2004,2004,Female,F,Hispanic,2135-2,0.219,91,20263650,0.863,487,20263650,3.937
Oral Cavity and Pharynx,20010-20100,2004,2004,Female,F,Non-Hispanic,2186-5,0.244,2418,128713636,1.52,9412,128713636,6.236
Oral Cavity and Pharynx,20010-20100,2004,2004,Male,M,Hispanic,2135-2,0.238,241,21233735,2.693,1158,21233735,11.325
Oral Cavity and Pharynx,20010-20100,2004,2004,Male,M,Non-Hispanic,2186-5,0.243,5055,122594277,4.087,21499,122594277,16.8
Oral Cavity and Pharynx,20010-20100,2004,2004,Male,M,Unknown or Missing,UNK,Not Applicable,16,Not Applicable,Not Applicable,55,Not Applicable,Not Applicable
Oral Cavity and Pharynx,20010-20100,2005,2005,Female,F,Hispanic,2135-2,0.173,78,21030934,0.69,521,21030934,3.994
Oral Cavity and Pharynx,20010-20100,2005,2005,Female,F,Non-Hispanic,2186-5,0.235,2419,129182533,1.497,9713,129182533,6.379
Oral Cavity and Pharynx,20010-20100,2005,2005,Male,M,Hispanic,2135-2,0.225,236,21983069,2.454,1190,21983069,10.906
Oral Cavity and Pharynx,20010-20100,2005,2005,Male,M,Non-Hispanic,2186-5,0.238,5026,123116126,3.959,21722,123116126,16.617
Oral Cavity and Pharynx,20010-20100,2006,2006,Female,F,Hispanic,2135-2,0.176,88,21837469,0.781,603,21837469,4.441
Oral Cavity and Pharynx,20010-20100,2006,2006,Female,F,Non-Hispanic,2186-5,0.224,2363,129895178,1.452,10038,129895178,6.484
Oral Cavity and Pharynx,20010-20100,2006,2006,Male,M,Hispanic,2135-2,0.241,252,22764677,2.559,1212,22764677,10.6
Oral Cavity and Pharynx,20010-20100,2006,2006,Male,M,Non-Hispanic,2186-5,0.231,4998,123882588,3.875,22372,123882588,16.769
Oral Cavity and Pharynx,20010-20100,2006,2006,Male,M,Unknown or Missing,UNK,Not Applicable,16,Not Applicable,Not Applicable,65,Not Applicable,Not Applicable
Oral Cavity and Pharynx,20010-20100,2007,2007,Female,F,Hispanic,2135-2,0.205,104,22650892,0.848,591,22650892,4.142
Oral Cavity and Pharynx,20010-20100,2007,2007,Female,F,Non-Hispanic,2186-5,0.231,2451,130515461,1.481,10113,130515461,6.41
Oral Cavity and Pharynx,20010-20100,2007,2007,Male,M,Hispanic,2135-2,0.222,260,23542063,2.482,1344,23542063,11.159
Oral Cavity and Pharynx,20010-20100,2007,2007,Male,M,Non-Hispanic,2186-5,0.226,5242,124522791,3.964,23852,124522791,17.509
Oral Cavity and Pharynx,20010-20100,2008,2008,Female,F,Hispanic,2135-2,0.169,93,23468891,0.738,651,23468891,4.357
Oral Cavity and Pharynx,20010-20100,2008,2008,Female,F,Non-Hispanic,2186-5,0.217,2434,131135124,1.444,10664,131135124,6.658
Oral Cavity and Pharynx,20010-20100,2008,2008,Male,M,Hispanic,2135-2,0.224,264,24320894,2.425,1365,24320894,10.802
Oral Cavity and Pharynx,20010-20100,2008,2008,Male,M,Non-Hispanic,2186-5,0.217,5211,125169057,3.855,24799,125169057,17.772
Oral Cavity and Pharynx,20010-20100,2009,2009,Female,F,Hispanic,2135-2,0.181,104,24261364,0.772,674,24261364,4.262
Oral Cavity and Pharynx,20010-20100,2009,2009,Female,F,Non-Hispanic,2186-5,0.208,2343,131702711,1.354,10565,131702711,6.51
Oral Cavity and Pharynx,20010-20100,2009,2009,Male,M,Hispanic,2135-2,0.213,290,25062023,2.443,1518,25062023,11.464
Oral Cavity and Pharynx,20010-20100,2009,2009,Male,M,Non-Hispanic,2186-5,0.211,5169,125745431,3.752,25344,125745431,17.783
Oral Cavity and Pharynx,20010-20100,2010,2010,Female,F,Hispanic,2135-2,0.17,114,24992953,0.767,737,24992953,4.504
Oral Cavity and Pharynx,20010-20100,2010,2010,Female,F,Non-Hispanic,2186-5,0.221,2538,132256712,1.455,10848,132256712,6.589
Oral Cavity and Pharynx,20010-20100,2010,2010,Male,M,Hispanic,2135-2,0.24,298,25738929,2.441,1437,25738929,10.191
Oral Cavity and Pharynx,20010-20100,2010,2010,Male,M,Non-Hispanic,2186-5,0.218,5497,126338549,3.872,25972,126338549,17.79
Oral Cavity and Pharynx,20010-20100,2010,2010,Male,M,Unknown or Missing,UNK,Not Applicable,20,Not Applicable,Not Applicable,59,Not Applicable,Not Applicable
Oral Cavity and Pharynx,20010-20100,2011,2011,Female,F,Hispanic,2135-2,0.192,120,25565638,0.79,693,25565638,4.11
Oral Cavity and Pharynx,20010-20100,2011,2011,Female,F,Non-Hispanic,2186-5,0.205,2406,132804863,1.356,11037,132804863,6.604
Oral Cavity and Pharynx,20010-20100,2011,2011,Male,M,Hispanic,2135-2,0.2,298,26254388,2.288,1683,26254388,11.433
Oral Cavity and Pharynx,20010-20100,2011,2011,Male,M,Non-Hispanic,2186-5,0.219,5813,126958592,4.018,27275,126958592,18.357
Oral Cavity and Pharynx,20010-20100,2012,2012,Female,F,Hispanic,2135-2,0.224,139,26106559,0.904,730,26106559,4.038
Oral Cavity and Pharynx,20010-20100,2012,2012,Female,F,Non-Hispanic,2186-5,0.208,2516,133374076,1.398,11481,133374076,6.73
Oral Cavity and Pharynx,20010-20100,2012,2012,Male,M,Hispanic,2135-2,0.23,337,26757437,2.457,1662,26757437,10.688
Oral Cavity and Pharynx,20010-20100,2012,2012,Male,M,Non-Hispanic,2186-5,0.22,5905,127639590,3.995,27479,127639590,18.123
Oral Cavity and Pharynx,20010-20100,2012,2012,Male,M,Unknown or Missing,UNK,Not Applicable,21,Not Applicable,Not Applicable,69,Not Applicable,Not Applicable
Oral Cavity and Pharynx,20010-20100,2013,2013,Female,F,Hispanic,2135-2,0.182,123,26641948,0.74,773,26641948,4.07
Oral Cavity and Pharynx,20010-20100,2013,2013,Female,F,Non-Hispanic,2186-5,0.203,2495,133903945,1.359,11622,133903945,6.709
Oral Cavity and Pharynx,20010-20100,2013,2013,Male,M,Hispanic,2135-2,0.222,332,27259191,2.279,1651,27259191,10.263
Oral Cavity and Pharynx,20010-20100,2013,2013,Male,M,Non-Hispanic,2186-5,0.205,5869,128254863,3.863,29103,128254863,18.828
